uid	en	n_keys	pkgs	cls	flags
u03675	Defensive Matrix Triggering Attack Protection	1	SemiceMod	name	
u03676	Defensive Matrix Unlocked	1	SemiceMod	name	
u03677	Defensive Matrix Unmorph	1	SemiceMod	name	
u03678	Defensive structure which spawns scourgelings to protect its territory.	1	SemiceMod	tip	
u03679	Defensive structure which spawns swarmlings to protect its territory.	1	SemiceMod	tip	
u03680	Defensive structure. Can permanently Mind Control Zerg units.	1	SemiceMod	tip	
u03681	Defiler Acid Saliva LM	1	SemiceMod	name	
u03682	Defiler Acid Saliva U	1	SemiceMod	name	
u03683	Defiler Claws	1	SemiceMod	name	
u03684	Defiler Range (Set)	1	SemiceMod	name	
u03685	Defiler Strain	1	SemiceMod	name	
u03686	Defiler Strain Mutations Available	1	SemiceMod	name	
u03687	Deflect Cooldown (Apply Behavior)	1	SemiceMod	name	
u03688	Deflect Cooldown Long (Apply Behavior)	1	SemiceMod	name	
u03689	Dehaka (Damage)	1	SemiceMod	name	
u03690	Dehaka Heal Big AB Copy	1	SemiceMod	name	
u03691	Dehaka Heal Big Copy	1	SemiceMod	name	
u03692	Dehaka Heal Big Copy 2	1	SemiceMod	name	
u03693	Dehaka Heal Buff Impact Model Copy	1	SemiceMod	name	
u03694	Dehaka Heal Buff Impact Model Copy 2	1	SemiceMod	name	
u03695	Dehaka Heal Buff Model Copy	1	SemiceMod	name	
u03696	Dehaka Heal Buff Model Copy 2	1	SemiceMod	name	
u03697	Dehaka Heal Copy	1	SemiceMod	name	
u03698	Dehaka Heal Impact Model Copy	1	SemiceMod	name	
u03699	Dehaka Heal Impact Model Copy 2	1	SemiceMod	name	
u03700	Dehaka Heal Search Copy	1	SemiceMod	name	
u03701	Dehaka Heal Small AB Copy	1	SemiceMod	name	
u03702	Dehaka Heal Small Copy	1	SemiceMod	name	
u03703	Dehaka Heal Small Copy 2	1	SemiceMod	name	
u03704	Dehaka Heal Small Set Copy	1	SemiceMod	name	
u03705	Dehaka Heal Small Set Copy 2	1	SemiceMod	name	
u03706	Dehaka Heal Sound Copy	1	SemiceMod	name	
u03707	Dehaka Heal Sound Copy 2	1	SemiceMod	name	
u03708	Dehaka Mirror Image	1	SemiceMod	name	
u03709	Dehaka Mirror Image(OLD)	1	SemiceMod	name	
u03710	Dehaka(OLD)	1	SemiceMod	name	
u03711	Delays dropship fueling by 60 seconds.	1	SemiceMod	tip	
u03712	Delta Launch in:	1	SemiceMod	trigger-text	
u03713	Deploys into Siege Mode. In this mode the ares has very long range and inflicts area damage but cannot move or attack targets at close range.	1	SemiceMod	tip	
u03714	Destroyed - 100% refund	1	SemiceMod	trigger-text	
u03715	Destroyed - 50% refund	1	SemiceMod	trigger-text	
u03716	Destroyed - No refund	1	SemiceMod	trigger-text	
u03717	"Destroys any turret, drone or psi disruptor on the map owned by the player. If the structure is within range, 50% of the cost is refunded.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Next time make sure you pick a better place to build it!""<n/>                     --Sgt. Blackthorne</c></s>"	1	SemiceMod	tip	
u03718	Detected (Apply Behavior)	1	SemiceMod	name	
u03719	Detected (Search)	1	SemiceMod	name	
u03720	Detected 10 (Search)	1	SemiceMod	name	
u03721	Detected 11 (Search)	1	SemiceMod	name	
u03722	Detected 15 (Search)	1	SemiceMod	name	
u03723	Detected 20 (Search)	1	SemiceMod	name	
u03724	Detected+ (Search)	1	SemiceMod	name	
u03725	Detector (2)	1	SemiceMod	name	
u03726	Detector (4)	1	SemiceMod	name	
u03727	Detector Ares	1	SemiceMod	name	
u03728	Detector Overseer	1	SemiceMod	name	
u03729	Detector Oversight	1	SemiceMod	name	
u03730	"Detonate the mining charge.<n/><c val=""EEEE00"">Note: The detonation will stun any friendly units that are too close.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Oops...""<n/>                 --Engineer Philips, last words</c></s>"	1	SemiceMod	tip	
u03731	Detonating	1	SemiceMod	name	
u03732	Devastator Leaping	1	SemiceMod	name	
u03733	Devil Dog	1	SemiceMod	name	
u03734	Devil Dog Attack	1	SemiceMod	name	
u03735	Devil Dog Attack Model Copy	1	SemiceMod	name	
u03736	Devour	1	SemiceMod	name	
u03737	Devourer Bite (Damage)	1	SemiceMod	name	
u03738	Devourer Bite (Modify Unit)	1	SemiceMod	name	
u03739	Devourer Bite (Set)	1	SemiceMod	name	
u03740	Devourer Burrow	1	SemiceMod	name	
u03741	Devourer Burrowed Splat	1	SemiceMod	name	
u03742	Devourer Unburrow	1	SemiceMod	name	
u03743	Devourer Zombie	1	SemiceMod	name	
u03744	Devourer Zombie Attack	1	SemiceMod	name	
u03745	Devouring Maw Cast	1	SemiceMod	name	
u03746	Devouring Maw End	1	SemiceMod	name	
u03747	Devouring Maw Mid	1	SemiceMod	name	
u03748	Devouring Maw Range	1	SemiceMod	name	
u03749	Devouring Maw Start	1	SemiceMod	name	
u03750	Devouring Maw Timed Life Fate	1	SemiceMod	name	
u03751	Disable	1	SemiceMod	name	
u03752	Disabled Mech	1	SemiceMod	name	
u03753	Disables flight	1	SemiceMod	tip	
u03754	Disables the Mining Droid's automatic mining protocols.	1	SemiceMod	tip	
u03755	DistanceGreaterThan5	1	SemiceMod	name	
u03756	Does Not Have Assault Rifle And Grenade Launcher Equipped	1	SemiceMod	name	
u03757	Does Not Have Auto Targeting Animations	1	SemiceMod	name	
u03758	Does Not Have Battery Pack	1	SemiceMod	name	
u03759	Does Not Have Creep Immunity	1	SemiceMod	name	
u03760	Does Not Have Creep Interference	1	SemiceMod	name	
u03761	Does Not Have Deflect Cooldown	1	SemiceMod	name	
u03762	Does Not Have Emergency Cloak	1	SemiceMod	name	
u03763	Does Not Have Frenzy  Legion	1	SemiceMod	name	
u03764	Does Not Have Invigorated Legion	1	SemiceMod	name	
u03765	Does Not Have No Block	1	SemiceMod	name	
u03766	Does Not Have No Refund	1	SemiceMod	name	
u03767	Does Not Have No Shield Impact	1	SemiceMod	name	
u03768	Does Not Have Nydus Unload Delay	1	SemiceMod	name	
u03769	Does Not Have Optical Visor Reveal	1	SemiceMod	name	
u03770	Does Not Have Optical Visor Reveal Beyond Range	1	SemiceMod	name	
u03771	Does Not Have Phasesaber Block Cooldown	1	SemiceMod	name	
u03772	Does Not Have Queen Frenzied	1	SemiceMod	name	
u03773	Does Not Have Reinforce Legion	1	SemiceMod	name	
u03774	Does Not Have SpecOps Hellfire Rocket Launcher Unlocked	1	SemiceMod	name	
u03775	Does not prevent infestation	1	SemiceMod	name	
u03776	Doesn't Have Passenger	1	SemiceMod	name	
u03777	Doesn't use up any supply.	1	SemiceMod	tip	
u03778	Doesnt Have Ares Laser Turret Ares Equipped	1	SemiceMod	name	
u03779	Dominion Garison 3x3	1	SemiceMod	name	
u03780	Dominion Garison 3x4	1	SemiceMod	name	
u03781	Double Barrel Equipped	1	SemiceMod	name	
u03782	Double Barrel Unlocked	1	SemiceMod	name	
u03783	"Double damage but 10 more energy cost.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Part of the new design meant increasing the detonation timer by 5 seconds...or was it decreasing? Ah, you'll find out.""<n/>                 --Sgt. Blackthorne, SpecOps Division</c></s>"	1	SemiceMod	tip	
u03784	"Double duration but 10 more energy cost.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""They've told me that these are being used for campfires, we only have a limited amount so use them properly.""<n/>                 --Sgt. Blackthorne, SpecOps Division</c></s>"	1	SemiceMod	tip	
u03785	"Double forcefield duration and durability but 10 more energy cost.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Do not throw at a zombies mouth before detonation! Took a week to clean up that mess...""<n/>                 --Sgt. Blackthorne, SpecOps Division</c></s>"	1	SemiceMod	tip	
u03786	"Doubles speed of use.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""The device burns the gas and turns it into pure radioactive energy, all within the marine's suit. It's perfectly safe, we think.""<n/>                     --Dr O'Neil</c></s>"	1	SemiceMod	tip	
u03787	Drakken Laser Drill Disable Attack Copy	1	SemiceMod	name	
u03788	Drakken Laser Drill Disable Attack Initial Copy	1	SemiceMod	name	
u03789	Drakken Laser Drill Disable Pulse Cannon Copy	1	SemiceMod	name	
u03790	DrakkenLaserDrillCoop (Unnamed) Copy	1	SemiceMod	name	
u03791	Dramatically reduces the time for Alpha Zombies to hatch and increases gas refund rate when Alpha Zombies are killed.	1	SemiceMod	tip	
u03792	Drill	1	SemiceMod	name	
u03793	Driller	1	SemiceMod	name	
u03794	Drop Pod Throw (Launch Missile)	1	SemiceMod	name	
u03795	"Drop it off at a processing facility. (When playing, you can type ""-ping refinery"" to locate the refineries)"	1	SemiceMod	trigger-text	
u03796	Drop pods are constantly falling towards uninfested rooms and players	1	SemiceMod	visible-other	
u03797	Drops 100 gas for other humans to pick up.<n/>	1	SemiceMod	tip	
u03798	Drops 5 zombies and a creep pod at a target visible location.	1	SemiceMod	tip	
u03799	Dropship Alpha has been destroyed.	1	SemiceMod	trigger-text	
u03800	Dropship Alpha has launched.	1	SemiceMod	trigger-text	
u03801	Dropship Beta has been destroyed.	1	SemiceMod	trigger-text	
u03802	Dropship Delta has been destroyed.	1	SemiceMod	trigger-text	
u03803	Dropship Delta has launched.	1	SemiceMod	trigger-text	
u03804	Dropship Door Large	1	SemiceMod	name	
u03805	Dropship Door Small	1	SemiceMod	name	
u03806	Dropship Fueling	1	SemiceMod	trigger-text	
u03807	DropshipDoorLarge	1	SemiceMod	name	
u03808	DropshipDoorSmall	1	SemiceMod	name	
u03809	Dropships Fueled	1	SemiceMod	name	
u03810	Dropships must be fueled	1	SemiceMod	tip	
u03811	Dropships not Fueled	1	SemiceMod	name	
u03812	Dummy Weapon	1	SemiceMod	name	
u03813	"Durable support unit. Can switch into Fighter Mode to attack air units.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground units.</c>"	1	SemiceMod	tip	
u03814	Dynamic Pathing Blocker (No footprint, Radius 1.125)	1	SemiceMod	name	
u03815	Dynamic Pathing Blocker 0.66 Radius Small (Non Flying Zombies)	1	SemiceMod	name	
u03816	Dynamic Pathing Blocker 1 Radius Small (Non Flying Zombies)	1	SemiceMod	name	
u03817	Eject	1	SemiceMod	name	
u03818	Ejecting	1	SemiceMod	name	
u03819	Ejecting Passenger	1	SemiceMod	name	
u03820	"Ejects all players currently inside the tank and initiates self destruct.<n/><c val=""EEEE00""><c val=""EEEE00"">Note: Explosion damage and size are increased by how much energy the tank has.</c><n/><c val=""EEEE00"">Note: Deals double damage to structures.</c>"	1	SemiceMod	tip	
u03821	Ejects your marine out of the tank, deploying a parachute so you can float down to safety.	1	SemiceMod	tip	
u03822	Elite Guard	1	SemiceMod	name	
u03823	"Elite heavy-fire support unit.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground and air units.</c>"	1	SemiceMod	tip	
u03824	Emergency Cloak	1	SemiceMod	name	
u03825	Emergency Cloak Off	1	SemiceMod	name	
u03826	Emergency Cloak On	1	SemiceMod	name	
u03827	Emergency Lights	1	SemiceMod	name	
u03828	Emergency Lights2	1	SemiceMod	name	
u03829	Emerging Infestation	1	SemiceMod	name	
u03830	Empower	1	SemiceMod	name	
u03831	Empower (Apply Behavior)	1	SemiceMod	name	
u03832	Empower (Modify Unit)	1	SemiceMod	name	
u03833	Empower (Remove Behavior)	1	SemiceMod	name	
u03834	Empower (Search)	1	SemiceMod	name	
u03835	Empower (Set)	1	SemiceMod	name	
u03836	Empower (Switch)	1	SemiceMod	name	
u03837	Empower Cast	1	SemiceMod	name	
u03838	Empower Cast (Apply Behavior)	1	SemiceMod	name	
u03839	Empower Cast (Modify Unit)	1	SemiceMod	name	
u03840	Empower Cast (Search)	1	SemiceMod	name	
u03841	Empower Cast (Set)	1	SemiceMod	name	
u03842	Empower Cast (Switch)	1	SemiceMod	name	
u03843	Empower Not Within Aura (Apply Behavior)	1	SemiceMod	name	
u03844	Empower Toggle	1	SemiceMod	name	
u03845	Empower Weaken Cast Impact	1	SemiceMod	name	
u03846	Empower Weaken Impact	1	SemiceMod	name	
u03847	Empower Within Aura (Apply Behavior)	1	SemiceMod	name	
u03848	Empowered	1	SemiceMod	name	
u03849	Empowered Caster	1	SemiceMod	name	
u03850	Enable Tentacles Queen	1	SemiceMod	name	
u03851	Enemy Has Vision Of Target	1	SemiceMod	name	
u03852	Energy Not Life Or Has Debuff	1	SemiceMod	name	
u03853	Energy Not Stored In Battery Pack	1	SemiceMod	name	
u03854	Energy Overcharge	1	SemiceMod	name	
u03855	Energy Pack Equipped	1	SemiceMod	name	
u03856	Energy Pack Unlocked	1	SemiceMod	name	
u03857	Energy Suit Unlocked	1	SemiceMod	name	
u03858	EnergyWave1_Yellow3	1	SemiceMod	name	
u03859	Equip A.I Assistant	1	SemiceMod	name	
u03860	Equip A.I. Assistant	1	SemiceMod	name	
u03861	Equip Advanced Lock On System	1	SemiceMod	name	
u03862	Equip Advanced Rocket Thrusters 	1	SemiceMod	name	
u03863	Equip Advanced Thrusters	1	SemiceMod	name	
u03864	Equip Arc Welder	1	SemiceMod	name	
u03865	Equip Arc Welder Mod 1	1	SemiceMod	name	
u03866	Equip Arc Welder Mod 2	1	SemiceMod	name	
u03867	Equip Arc Welder Mod 3	1	SemiceMod	name	
u03868	Equip Arclite Cannon Stabilizers	1	SemiceMod	name	
u03869	Equip Ares Mod 1	1	SemiceMod	name	
u03870	Equip Ares Mod 10	1	SemiceMod	name	
u03871	Equip Ares Mod 2	1	SemiceMod	name	
u03872	Equip Ares Mod 3	1	SemiceMod	name	
u03873	Equip Ares Mod 4	1	SemiceMod	name	
u03874	Equip Ares Mod 5	1	SemiceMod	name	
u03875	Equip Ares Mod 6	1	SemiceMod	name	
u03876	Equip Ares Mod 7	1	SemiceMod	name	
u03877	Equip Ares Mod 8	1	SemiceMod	name	
u03878	Equip Ares Mod 9	1	SemiceMod	name	
u03879	Equip Assault Rifle Mod 2	1	SemiceMod	name	
u03880	Equip Assault Rifle Mod 3	1	SemiceMod	name	
u03881	Equip Auto Cannon	1	SemiceMod	name	
u03882	Equip Auto Targeting System	1	SemiceMod	name	
u03883	Equip Bayonette	1	SemiceMod	name	
u03884	Equip Beam Rifle	1	SemiceMod	name	
u03885	Equip Caduceus Energy Suit	1	SemiceMod	name	
u03886	Equip Combat Accelerant Suit	1	SemiceMod	name	
u03887	Equip Combat Suit	1	SemiceMod	name	
u03888	Equip Concussive Rounds	1	SemiceMod	name	
u03889	Equip Concussive Shot	1	SemiceMod	name	
u03890	Equip Double Barrel	1	SemiceMod	name	
u03891	Equip Energy Pack	1	SemiceMod	name	
u03892	Equip Energy Suit	1	SemiceMod	name	
u03893	Equip Enhanced Ballistics	1	SemiceMod	name	
u03894	Equip Expanded Cargo	1	SemiceMod	name	
u03895	Equip Exploration Droid	1	SemiceMod	name	
u03896	Equip Exploration Droid Module	1	SemiceMod	name	
u03897	Equip External Energy Pack	1	SemiceMod	name	
u03898	Equip Flame Thrower Mod 1	1	SemiceMod	name	
u03899	Equip Flame Thrower Mod 2	1	SemiceMod	name	
u03900	Equip Flame Thrower Mod 3	1	SemiceMod	name	
u03901	Equip Force Field Grenade	1	SemiceMod	name	
u03902	Equip ForceFieldGrenade	1	SemiceMod	name	
u03903	Equip Frag Grenade	1	SemiceMod	name	
u03904	Equip FragGrenade	1	SemiceMod	name	
u03905	Equip Grenade Launcher	1	SemiceMod	name	
u03906	Equip Hazmat Suit	1	SemiceMod	name	
u03907	Equip Heavy Cannon	1	SemiceMod	name	
u03908	Equip High Precision Beams	1	SemiceMod	name	
u03909	Equip Hostile Environment Suit	1	SemiceMod	name	
u03910	Equip Hostile Environment Treads	1	SemiceMod	name	
u03911	Equip Hypercharge Module	1	SemiceMod	name	
u03912	Equip Incendiary Rounds	1	SemiceMod	name	
u03913	Equip Laser Turret	1	SemiceMod	name	
u03914	Equip Long Range Incinerator	1	SemiceMod	name	
u03915	Equip Long Range Incinerators	1	SemiceMod	name	
u03916	Equip Mining Droid	1	SemiceMod	name	
u03917	Equip Mining Droid Module	1	SemiceMod	name	
u03918	Equip Nanite Antibodies	1	SemiceMod	name	
u03919	Equip Nanosteel Plating	1	SemiceMod	name	
u03920	Equip Onboard Radar	1	SemiceMod	name	
u03921	Equip Overload Weapon	1	SemiceMod	name	
u03922	Equip Phasesaber	1	SemiceMod	name	
u03923	Equip Plasma Rifle	1	SemiceMod	name	
u03924	Equip Plasma Rifle Mod 1	1	SemiceMod	name	
u03925	Equip Plasma Rifle Mod 2	1	SemiceMod	name	
u03926	Equip Plasma Rifle Mod 3	1	SemiceMod	name	
u03927	Equip Prototype Arc Welder	1	SemiceMod	name	
u03928	Equip Prototype Ares	1	SemiceMod	name	
u03929	Equip Prototype Phasesaber	1	SemiceMod	name	
u03930	Equip Rapid Deployment	1	SemiceMod	name	
u03931	Equip Rocket Launcher Mod 1	1	SemiceMod	name	
u03932	Equip Rocket Launcher Mod 2	1	SemiceMod	name	
u03933	Equip Rocket Launcher Mod 3	1	SemiceMod	name	
u03934	Equip Shockwave Missiles	1	SemiceMod	name	
u03935	Equip Shotgun Mod 1	1	SemiceMod	name	
u03936	Equip Shotgun Mod 2	1	SemiceMod	name	
u03937	Equip Shotgun Mod 3	1	SemiceMod	name	
u03938	Equip Spider Mine	1	SemiceMod	name	
u03939	Equip Spider Mine Module	1	SemiceMod	name	
u03940	Equip Thermite Filaments	1	SemiceMod	name	
u03941	Equip Thermite Fillaments	1	SemiceMod	name	
u03942	Equip Ultra Capacitors	1	SemiceMod	name	
u03943	Equip Weapon Overloader	1	SemiceMod	name	
u03944	Equipment	1	SemiceMod	name	
u03945	"Escape and activate emergency cloaking to become invulnerable and pass through units for 70 seconds. This costs half of your gas and gives the Zombie 20 gas. You can cancel the cloak manually once your off creep.<n/><c val=""00AA00"">Tip: Afterwards, run towards uninfested rooms for safety.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Might as well find out what that big red button on your suit does. After all, what do you have to lose?""<n/>                         - Your own inner monologue</c></s>"	1	SemiceMod	tip	
u03946	Evolve Abilities	1	SemiceMod	name	
u03947	Evolve Constructive Creep	1	SemiceMod	name	
u03948	Evolve Hive Queen Cocoon	1	SemiceMod	name	
u03949	Evolve Hive Queen Ultimate	1	SemiceMod	name	
u03950	Evolve Monstrocity	1	SemiceMod	name	
u03951	Evolve Monstrocity Disable	1	SemiceMod	name	
u03952	Evolve Monstrocity Stun	1	SemiceMod	name	
u03953	Evolve Monstrosity (Add Tracked Unit)	1	SemiceMod	name	
u03954	Evolve Monstrosity (Modify Unit)	1	SemiceMod	name	
u03955	Evolve Monstrosity (Morph)	1	SemiceMod	name	
u03956	Evolve Monstrosity (Set)	1	SemiceMod	name	
u03957	Evolve Monstrosity (Switch)	1	SemiceMod	name	
u03958	Evolve Monstrosity Beam Left	1	SemiceMod	name	
u03959	Evolve Monstrosity Beam Right	1	SemiceMod	name	
u03960	Evolve Monstrosity Caster (Apply Behavior)	1	SemiceMod	name	
u03961	Evolve Monstrosity Disable	1	SemiceMod	name	
u03962	Evolve Monstrosity Effect	1	SemiceMod	name	
u03963	Evolve Monstrosity Speed Pair (Create Unit)	1	SemiceMod	name	
u03964	Evolve Monstrosity Speed Pair (Set 1)	1	SemiceMod	name	
u03965	Evolve Monstrosity Speed Pair (Set 2)	1	SemiceMod	name	
u03966	Evolve Monstrosity Stun	1	SemiceMod	name	
u03967	Evolve Monstrosity Stun (Apply Behavior)	1	SemiceMod	name	
u03968	Evolve Monstrosity Stun (Remove Behavior)	1	SemiceMod	name	
u03969	Evolve Monstrosity Stun Remove Behavior Delay (Create Persistent)	1	SemiceMod	name	
u03970	Evolve Monstrosity Target Persistent	1	SemiceMod	name	
u03971	Evolve Queen Cocoon	1	SemiceMod	name	
u03972	Evolve Regenerative Creep	1	SemiceMod	name	
u03973	Evolve Speed on Creep	1	SemiceMod	name	
u03974	Evolve Strain - Damage	1	SemiceMod	name	
u03975	Evolve Strain - Health	1	SemiceMod	name	
u03976	Evolve Strain - Speed	1	SemiceMod	name	
u03977	Evolve Strain - Volatile	1	SemiceMod	name	
u03978	Evolve Virophages	1	SemiceMod	name	
u03979	Evolve Virulent Creep	1	SemiceMod	name	
u03980	Evolve new abilities	1	SemiceMod	tip	
u03981	"Evolve to double life and regeneration and gain short-range spines to attack enemies.<n/><c val=""FFFF00"">Note: uses 16 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u03982	"Evolve to double life and regeneration, add the ocular parasite ability, and gain a permanent cloak effect.<n/><c val=""FFFF00"">Note: uses 8 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u03983	"Evolve to double life and regeneration, improve toxic nest limit and cooldown, and gain a frenzy ability which boosts attack and movement speed.<n/><c val=""FFFF00"">Note: uses 16 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u03984	"Evolve to leave a trail of creep and provide a passive aura which buffs nearby zombies further.<n/><c val=""FFFF00"">Note: uses 16 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u03985	Evolve to spawn pure strain zombies when rooted, and twice as many blood zombies and flying zombies.	1	SemiceMod	tip	
u03986	"Evolve to spawn twice as many locusts, use less energy when attacking, and gain an additional ability which disables enemies.<n/><c val=""FFFF00"">Note: uses 16 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u03987	"Evolves  <d ref=""Behavior,StrainCountDummy,Modification.VitalMaxArray[Life]""/> basic zombies into strain zombies. Adds armored zombies to the strain pool, which are tougher."	1	SemiceMod	tip	
u03988	"Evolves  <d ref=""Behavior,StrainCountDummy,Modification.VitalMaxArray[Life]""/> basic zombies into strain zombies. Adds fast zombies to the strain pool, which spawn in pairs and are faster but more fragile."	1	SemiceMod	tip	
u03989	"Evolves  <d ref=""Behavior,StrainCountDummy,Modification.VitalMaxArray[Life]""/> basic zombies into strain zombies. Adds frenzied zombies to the strain pool, which are deadlier, especially against structures and mechanical units."	1	SemiceMod	tip	
u03990	"Evolves  <d ref=""Behavior,StrainCountDummy,Modification.VitalMaxArray[Life]""/> basic zombies into strain zombies. Adds volatile zombies to the strain pool, which suicide when attacking to deal area acid damage."	1	SemiceMod	tip	
u03991	Evolves target strain zombie into a monstrosity. The monstrosity's stats are effected by the type of strain it evolves from.	1	SemiceMod	tip	
u03992	"Evolves the queen to the next level improving her stats and abilities and restoring 50% of her life.<n/><c val=""FFFF00"">Note: uses 10 additional supply, zombies will automatically be suicided if supply is not available</c>"	1	SemiceMod	tip	
u03993	Exit Ares	1	SemiceMod	name	
u03994	Exit Ares (Remove Behavior)	1	SemiceMod	name	
u03995	Exit Mech	1	SemiceMod	name	
u03996	Expanded Cargo Equipped	1	SemiceMod	name	
u03997	Experimental	1	SemiceMod	name	
u03998	Experimental Tank designed to eliminate structures while providing support against zombie hordes from high range.	1	SemiceMod	tip	
u03999	Experimental Teleporter	1	SemiceMod	name	
u04000	Expert in research and development.	1	SemiceMod	tip	
u04001	Exploration Droid Equipped	1	SemiceMod	name	
u04002	Exploration Droid Reveal	1	SemiceMod	name	
u04003	Exploration Droid Reveal (Apply Behavior)	1	SemiceMod	name	
u04004	Exploration Droid Reveal (Launch Missile)	1	SemiceMod	name	
u04005	Exploration Droid Reveal Activate	1	SemiceMod	name	
u04006	Exploration Droid Timed Life	1	SemiceMod	name	
u04007	Exploration Droid Unlocked	1	SemiceMod	name	
u04008	Exploration Droid that has been retrofitted with a cloaking generator.	1	SemiceMod	tip	
u04009	Explosion (Create Persistent)	1	SemiceMod	name	
u04010	Explosion (Damage)	1	SemiceMod	name	
u04011	Explosion (set)	1	SemiceMod	name	
u04012	External Battery Pack	1	SemiceMod	name	
u04013	External Battery Pack Equipped	1	SemiceMod	name	
u04014	Extractor Cost Reduction Excavation Zone	1	SemiceMod	name	
u04015	Extractor Cost Reduction Manufacturing Sector	1	SemiceMod	name	
u04016	Extractor Cost Reduction Processing Facilities	1	SemiceMod	name	
u04017	Extractor Cost Reduction Science Labs	1	SemiceMod	name	
u04018	Factory	1	SemiceMod	name	
u04019	Fake Terrain	1	SemiceMod	name	
u04020	Fast Zombie	1	SemiceMod	name	
u04021	Fast Zombie Leap	1	SemiceMod	name	
u04022	Fast Zombie Leap (Apply Behavior) Down	1	SemiceMod	name	
u04023	Fast Zombie Leap (Apply Behavior) Up	1	SemiceMod	name	
u04024	Fast Zombie Leap (Apply Force)	1	SemiceMod	name	
u04025	Fast Zombie Leap (Buff) Down	1	SemiceMod	name	
u04026	Fast Zombie Leap (Buff) Up	1	SemiceMod	name	
u04027	Fast Zombie Leap (Create Persistent)	1	SemiceMod	name	
u04028	Fast Zombie Leap (Modify Unit)	1	SemiceMod	name	
u04029	Fast Zombie Leap (Remove Behavior) Down	1	SemiceMod	name	
u04030	Fast Zombie Leap (Remove Behavior) Up	1	SemiceMod	name	
u04031	Fast Zombie Leap (Set)	1	SemiceMod	name	
u04032	Fast Zombie Leap (Set) 2	1	SemiceMod	name	
u04033	Fast Zombie Leap Distance	1	SemiceMod	name	
u04034	Fast Zombie Leap Duration	1	SemiceMod	name	
u04035	"Fast melee unit. Leaps over obstacles and onto targets from range. Deals increased damage. Can morph into a Baneling.<n/><n/><c val=""FFFF8A"">Can attack ground units.</c>"	1	SemiceMod	tip	
u04036	Fast melee zombie. Speed bonus on creep, but slightly less life than a regular zombie.	1	SemiceMod	tip	
u04037	"Fast scout. Has a flame attack that damages all enemy units in its line of fire.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground units.</c>"	1	SemiceMod	tip	
u04038	"Fast, high-damage hovertank. Rail gun can fire while the Red Adder is moving. Part of Mengsk's elite guard.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground units.</c>"	1	SemiceMod	tip	
u04039	"Faster rate of fire and longer range. Also has more life and max energy.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""The good news is that we've reduced friendly fire incidents by 47%. The bad news is that we've increased odds of fatality in the event of a friendly fire incident by 133%.""<n/>                     --Dr. Andrew O'Neil</c></s>"	1	SemiceMod	tip	
u04040	Filter Any Target	1	SemiceMod	name	
u04041	Filter Hardpoint 0	1	SemiceMod	name	
u04042	Fire (Create Persistent)	1	SemiceMod	name	
u04043	Fire (Search Area)	1	SemiceMod	name	
u04044	Fire Long Lasting	1	SemiceMod	name	
u04045	Fire Long Lasting (Create Persistent)	1	SemiceMod	name	
u04046	Fire Sound Loop	1	SemiceMod	name	
u04047	Fire Suppression Bots Copy	1	SemiceMod	name	
u04048	Fire Suppression Bots Copy 2	1	SemiceMod	name	
u04049	Fire Suppression System Copy	1	SemiceMod	name	
u04050	Fire Suppression System Copy 2	1	SemiceMod	name	
u04051	Firebat	1	SemiceMod	name	
u04052	Fires a flare that reveals the target area for a limited time.	1	SemiceMod	tip	
u04053	"Fires a massive projectile passes through zombies dealing 20 damage and explodes on contact with structures, massive enemies, or obstacles dealing 260 damage to everything nearby.<n/><c val=""FFFF00"">Note: deals double damage towards structures</c>"	1	SemiceMod	tip	
u04054	"Fires an artillary strike with incredible range, doing 150 damage and an additional 20 over 5 seconds to anything in the impact zone.<n/><c val=""FFFF00"">Note: deals double damage towards structures</c>"	1	SemiceMod	tip	
u04055	Fixed a certain sub level exit not working when approached from a certain angle	1	SemiceMod	unknown	
u04056	Fixed marine kills being reset after being captured	1	SemiceMod	unknown	
u04057	Flame	1	SemiceMod	name	
u04058	Flame 1 Rotator	1	SemiceMod	name	
u04059	Flame 2 Rotator	1	SemiceMod	name	
u04060	Flame 3 Rotator	1	SemiceMod	name	
u04061	Flame Nova (Apply Behavior)	1	SemiceMod	name	
u04062	Flame Nova (Create Persistent)	1	SemiceMod	name	
u04063	Flame Nova (Damage)	1	SemiceMod	name	
