pkg	file	key	en	cls	include	flags
SemiceMod	GameStrings	Effect/Name/BFGImpactSet	BFG Impact (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGSet	BFG (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGSiegeModeTurretAimModifyUnit	BFG Siege Mode Turret Aim (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGSiegeModeTurretClearModifyUnit	BFG Siege Mode Turret Clear  (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGSwitch	BFG (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGTankModeTurretAimModifyUnit	BFG Tank Mode Turret Aim (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGTankModeTurretClearModifyUnit	BFG Tank Mode Turret Clear (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGTurretAimDelayCreatePersistent	BFG Turret Aim Delay (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGTurretAimSet	BFG Turret Aim (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BFGTurretPrepareSet	BFG Turret Prepare (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BanelingAttackExplodeSet	Baneling Attack Explode (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BayonetteDamage	Bayonette (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/BayonetteDisableApplyBehavior	Bayonette Disable (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/BayonetteModifyUnit	Bayonette (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BayonetteSet	Bayonette (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BigDrill	Big Drill (Damage) 	name	1	
SemiceMod	GameStrings	Effect/Name/BileDuctsApplyBehavior2	Bile Ducts Apply Behavior Copy	name	1	
SemiceMod	GameStrings	Effect/Name/BileDuctsDamage2	Bile Ducts Damage Copy	name	1	
SemiceMod	GameStrings	Effect/Name/BloodZombieClawsDamage	Blood Zombie Claws (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/BuildToxicNestAddTrackedUnit	Build Toxic Nest (Add Tracked Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BuildToxicNestCasterApplyBehavior	Build Toxic Nest Caster (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/BuildToxicNestSet	Build Toxic Nest (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/BurndownDamage2	Burndown Damage Copy	name	1	
SemiceMod	GameStrings	Effect/Name/BurndownDamage3	Burndown Damage Copy 2	name	1	
SemiceMod	GameStrings	Effect/Name/BurstLaserTurretModifyUnit	Burst Laser Turret (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/BurstLaserTurretSet	Burst Laser Turret (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/C10CanisterRifle	C-10 Canister Rifle (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/C11CanisterRifleDamage	C-11 Canister Rifle (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/C12CanisterRifle2	C-12 Canister Rifle (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/C13CanisterRifleDamage	C-13 Canister Rifle (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/C14CanisterRifleDamage	C-14 Canister Rifle (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/C16GuassRifle	C-16 Guass Rifle	name	1	
SemiceMod	GameStrings	Effect/Name/Claws(FrenziedZombie)	Claws (Frenzied Zombie)	name	1	
SemiceMod	GameStrings	Effect/Name/CombatShieldEquipped	Combat Shield Equipped	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBeamsMassiveApplyBehavior	Concussive Beams Massive (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBeamsSet	Concussive Beams (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBeamsSwitch	Concussive Beams (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastApplyForce	Concussive Blast (Apply Force)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastDamage	Concussive Blast (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastDownApplyBehavior	Concussive Blast Down (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastKockbackSet	Concussive Blast Kockback (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastLargeApplyBehavior	Concussive Blast Large (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastLargeSlowApplyBehavior	Concussive Blast Large Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastMassiveApplyBehavior	Concussive Blast Massive (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastMassiveSlowApplyBehavior	Concussive Blast Massive Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastQueenApplyBehavior	Concussive Blast Queen (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastQueenSlowApplyBehavior	Concussive Blast Queen Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastSearchArea	Concussive Blast (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastSet	Concussive Blast (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastSet2	Concussive Blast (Set) 2	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastSiegeModeModifyUnit	Concussive Blast Siege Mode (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastSlowApplyBehavior	Concussive Blast Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastSwitch	Concussive Blast (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastTankModeModifyUnit	Concussive Blast Tank Mode (Modify Unit) 	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBlastUpApplyBehavior	Concussive Blast Up (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveBulletsSet	Concussive Bullets (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaAOEApplyBehavior	Concussive Plasma AOE (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaAOELargeApplyBehavior	Concussive Plasma AOE Large (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaAOEMassiveApplyBehaviorCopy	Concussive Plasma AOE Massive (Apply Behavior) Copy	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaAOEQueenApplyBehavior	Concussive Plasma AOE Queen (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaAOESwitch	Concussive Plasma AOE (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaApplyBehavior	Concussive Plasma (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaLargeApplyBehavior	Concussive Plasma Large (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaMassiveApplyBehavior	Concussive Plasma Massive (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaQueenApplyBehavior	Concussive Plasma Queen (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaSearchArea	Concussive Plasma (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaSet	Concussive Plasma (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussivePlasmaSwitch	Concussive Plasma (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsApplyBehavior	Concussive Rounds (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsArcliteSet	Concussive Rounds Arclite (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsCrucioSet	Concussive Rounds Crucio (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsKnockbackSwitch	Concussive Rounds Knockback (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsLargeApplyBehavior	Concussive Rounds Large (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsLargeSlowApplyBehavior	Concussive Rounds Large Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsMassiveApplyBehavior	Concussive Rounds Massive (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsMassiveSlowApplyBehavior	Concussive Rounds Massive Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsPassiveSlowSwitch	Concussive Rounds Passive Slow (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsQueenApplyBehavior	Concussive Rounds Queen (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsQueenSlowApplyBehavior	Concussive Rounds Queen Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveRoundsSlowApplyBehavior	Concussive Rounds Slow (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveShotApplyBehavior	Concussive Shot (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveShotLargeApplyBehavior	Concussive Shot Large (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveShotMassiveApplyBehavior	Concussive Shot Massive (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveShotQueenApplyBehavior	Concussive Shot Queen (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ConcussiveShotSwitch	Concussive Shot (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/CorrosionDecreaseDummy	Corrosion Decrease Dummy	name	1	
SemiceMod	GameStrings	Effect/Name/CorrosionIncreaseDummy	Corrosion Increase Dummy	name	1	
SemiceMod	GameStrings	Effect/Name/CorrosivePlasmaApplyBehavior	Corrosive Plasma (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/CorrosivePlasmaSet	Corrosive Plasma (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/CreateFire	Create Fire	name	1	
SemiceMod	GameStrings	Effect/Name/CreateImpactDelay	Create Impact Delay	name	1	
SemiceMod	GameStrings	Effect/Name/CreateImpactDelay2	Create Impact Delay Copy	name	1	
SemiceMod	GameStrings	Effect/Name/CreateNovaAcidPuddle2	CreateNovaAcidPuddle	name	1	
SemiceMod	GameStrings	Effect/Name/CreateNovaAcidPuddle22	CreateNovaAcidPuddle	name	1	
SemiceMod	GameStrings	Effect/Name/CreateSuperHealingDroneDummyEffect	Create Super Healing Drone (Dummy Effect)	name	1	
SemiceMod	GameStrings	Effect/Name/CreepTowerMorphIssueOrder	Creep Tower Morph (Issue Order)	name	1	
SemiceMod	GameStrings	Effect/Name/CrucioShockCannonBlast2	Crucio Shock Cannon Blast	name	1	
SemiceMod	GameStrings	Effect/Name/CrucioShockCannonDirected2	Crucio Shock Cannon Directed	name	1	
SemiceMod	GameStrings	Effect/Name/CrucioShockCannonDummy2	Crucio Shock Cannon Dummy	name	1	
SemiceMod	GameStrings	Effect/Name/CrucioShockCannonSlowSearchArea	Crucio Shock Cannon Slow (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackSearch	Cyclone Attack Search	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponDamage	Hellfire Rocket Launcher (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponDamage2	Cyclone Attack Weapon (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponLaunchMissileLeft2	Cyclone Attack Weapon Launch Missile Additional	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponLaunchMissileLeftFixed	Cyclone Attack Weapon Launch Missile Left Fixed	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponLaunchMissileLeftSetFixed	Cyclone Attack Weapon Launch Missile Left Set Fixed	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponLaunchMissileRightFixed	Cyclone Attack Weapon Launch Missile Right Fixed	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponLaunchMissileRightSetFixed	Cyclone Attack Weapon Launch Missile Right Set Fixed	name	1	
SemiceMod	GameStrings	Effect/Name/CycloneAttackWeaponLaunchMissileSwitchFixed	Cyclone Attack Weapon Launch Missile Switch Fixed	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcid	Debilitating Acid (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidApplyBehavior	Debilitating Acid (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidApplyBehavior2	Debilitating Acid (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidApplyBehavior3	Debilitating Acid (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidApplyCase	Debilitating Acid Apply Case	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidDummy	Debilitating Acid Dummy (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidSearch	Debilitating Acid (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/DebilitatingAcidSet	Debilitating Acid (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/DebuffImmunityApplyBehavior	Debuff Immunity (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DebuffImmunityRemoveBehavior	Debuff Immunity (Remove Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DefensiveMatrixMorph	Defensive Matrix Morph	name	1	
SemiceMod	GameStrings	Effect/Name/DefensiveMatrixUnmorph	Defensive Matrix Unmorph	name	1	
SemiceMod	GameStrings	Effect/Name/Defiler	Defiler Claws	name	1	
SemiceMod	GameStrings	Effect/Name/DefilerAcidSalivaLM	Defiler Acid Saliva LM	name	1	
SemiceMod	GameStrings	Effect/Name/DefilerAcidSalivaU	Defiler Acid Saliva U	name	1	
SemiceMod	GameStrings	Effect/Name/DefilerRangeSet	Defiler Range (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/DeflectCooldownApplyBehavior	Deflect Cooldown (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DeflectCooldownLongApplyBehavior	Deflect Cooldown Long (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/Dehaka	Dehaka (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHeal2	Dehaka Heal Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealBig2	Dehaka Heal Big Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealBig3	Dehaka Heal Big Copy 2	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealBigAB2	Dehaka Heal Big AB Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealSearch2	Dehaka Heal Search Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealSmall2	Dehaka Heal Small Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealSmall3	Dehaka Heal Small Copy 2	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealSmallAB2	Dehaka Heal Small AB Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealSmallSet2	Dehaka Heal Small Set Copy	name	1	
SemiceMod	GameStrings	Effect/Name/DehakaHealSmallSet3	Dehaka Heal Small Set Copy 2	name	1	
SemiceMod	GameStrings	Effect/Name/Detected10Search	Detected 10 (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/Detected11Search	Detected 11 (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/Detected15Search	Detected 15 (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/Detected20Search	Detected 20 (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/DetectedApplyBehavior	Detected (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/DetectedSearch	Detected (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/DetectedSearch2	Detected+ (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/DetonateMiningCharge	Detonate Mining Charge	name	1	
SemiceMod	GameStrings	Effect/Name/DevilDogFlameThrowerBurn	Flame	name	1	
SemiceMod	GameStrings	Effect/Name/DevilDogSearchArea	Flame Thrower (Search Area) 1	name	1	
SemiceMod	GameStrings	Effect/Name/DevilDogSearchArea2	Flame Thrower (Search Area) 2	name	1	
SemiceMod	GameStrings	Effect/Name/DevilDogSearchArea3	Flame Thrower (Search Area) 3	name	1	
SemiceMod	GameStrings	Effect/Name/DevilDogSearchArea4	Flame Thrower (Search Area) 4	name	1	
SemiceMod	GameStrings	Effect/Name/DevourerBiteDamage	Devourer Bite (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/DevourerBiteModifyUnit	Devourer Bite (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/DevourerBiteSet	Devourer Bite (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/DevouringMawTimedLifeFate	Devouring Maw Timed Life Fate	name	1	
SemiceMod	GameStrings	Effect/Name/DropPodThrowLaunchMissile	Drop Pod Throw (Launch Missile)	name	1	
SemiceMod	GameStrings	Effect/Name/DutchTurretFlameThrowerSearchArea	Flame Thrower (Search Area) 1	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerApplyBehavior	Empower (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerCastApplyBehavior	Empower Cast (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerCastModifyUnit	Empower Cast (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerCastSearch	Empower Cast (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerCastSet	Empower Cast (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerCastSwitch	Empower Cast (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerModifyUnit	Empower (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerNotWithinAuraApplyBehavior	Empower Not Within Aura (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerRemoveBehavior	Empower (Remove Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerSearch	Empower (Search)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerSet	Empower (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerSwitch	Empower (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/EmpowerWithinAuraApplyBehavior	Empower Within Aura (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityAddTrackedUnit	Evolve Monstrosity (Add Tracked Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityCasterApplyBehavior	Evolve Monstrosity Caster (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityModifyUnit	Evolve Monstrosity (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityMorph	Evolve Monstrosity (Morph)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrositySet	Evolve Monstrosity (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrositySpeedPairCreateUnit	Evolve Monstrosity Speed Pair (Create Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrositySpeedPairSet1	Evolve Monstrosity Speed Pair (Set 1)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrositySpeedPairSet2	Evolve Monstrosity Speed Pair (Set 2)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityStunApplyBehavior	Evolve Monstrosity Stun (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityStunRemoveBehavior	Evolve Monstrosity Stun (Remove Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityStunRemoveBehaviorDelayCreatePersistent	Evolve Monstrosity Stun Remove Behavior Delay (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrositySwitch	Evolve Monstrosity (Switch)	name	1	
SemiceMod	GameStrings	Effect/Name/EvolveMonstrosityTargetPersistent	Evolve Monstrosity Target Persistent	name	1	
SemiceMod	GameStrings	Effect/Name/ExitAresRemoveBehavior	Exit Ares (Remove Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplodeSearchArea2	Explode (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplodeSearchArea3	Explode (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplorationDroidRevealApplyBehavior	Exploration Droid Reveal (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplorationDroidRevealLaunchMissile	Exploration Droid Reveal (Launch Missile)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplosionCreatePersistent	Explosion (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplosionCreateUnit	Explosion (Create Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplosionCreateUnit2	Explosion (Create Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/ExplosionDamage2	Explosion (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/Explosionset	Explosion (set)	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapApplyBehaviorDown	Fast Zombie Leap (Apply Behavior) Down	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapApplyBehaviorUp	Fast Zombie Leap (Apply Behavior) Up	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapApplyForce	Fast Zombie Leap (Apply Force)	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapCreatePersistent	Fast Zombie Leap (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapModifyUnit	Fast Zombie Leap (Modify Unit)	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapRemoveBehaviorDown	Fast Zombie Leap (Remove Behavior) Down	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapRemoveBehaviorUp	Fast Zombie Leap (Remove Behavior) Up	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapSet	Fast Zombie Leap (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/FastZombieLeapSet2	Fast Zombie Leap (Set) 2	name	1	
SemiceMod	GameStrings	Effect/Name/FireCreatePersistent	Fire (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/FireLongLastingCreatePersistent	Fire Long Lasting (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/FireSearchArea	Fire (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNova1SearchArea	Flame Nova 1 (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNova2SearchArea	Flame Nova 2 (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNova3SearchArea	Flame Nova 3 (Search Area)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNovaApplyBehavior	Flame Nova (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNovaCreatePersistent	Flame Nova (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNovaDamage	Flame Nova (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNovaImpactSet	Flame Nova Impact (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameNovaSet	Flame Nova (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameSpecOps	Flame Spec Ops	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerApplyBehavior	Flame Thrower (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerLongRangeCreatePersistent	Flame Thrower Long Range (Create Persistent)	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerSearchArea2	Flame Thrower (Search Area) 2	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerSearchArea3	Flame Thrower (Search Area) 3	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerSearchArea4	Flame Thrower (Search Area) 4	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerSearchAreaDoT	Flame Thrower (Search Area) DoT	name	1	
SemiceMod	GameStrings	Effect/Name/FlameThrowerSearchAreaDot	Flame Thrower (Search Area) Dot	name	1	
SemiceMod	GameStrings	Effect/Name/FlashbangGrenadeEffectContainerSet	Flashbang Grenade Effect Container (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/FlashbangeGrenadeLauncherLaunchMissile	Flashbang Grenade Launcher Launch Missile	name	1	
SemiceMod	GameStrings	Effect/Name/FlyingZombieLeap	Flying Zombie Leap	name	1	
SemiceMod	GameStrings	Effect/Name/FlyingZombieLeapLM	Flying Zombie Leap LM	name	1	
SemiceMod	GameStrings	Effect/Name/FlyingZombieLeapRemove	Flying Zombie Leap Remove	name	1	
SemiceMod	GameStrings	Effect/Name/FlyingZombieLeapSet	Flying Zombie Leap Set	name	1	
SemiceMod	GameStrings	Effect/Name/FlyingZombieLeapSwitch	Flying Zombie Leap Switch	name	1	
SemiceMod	GameStrings	Effect/Name/FollowApplyKinetic	Follow (Apply Kinetic)	name	1	
SemiceMod	GameStrings	Effect/Name/FollowRemoveKinetic	Follow (Remove Kinetic)	name	1	
SemiceMod	GameStrings	Effect/Name/ForceFieldGrenadeEffectContainerSet	Force Field Grenade Effect Container (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/ForceFieldGrenadeLaunchMissile	Force Field Grenade Launch Missile	name	1	
SemiceMod	GameStrings	Effect/Name/FragGrenadeEffectContainerDummy	Frag Grenade Effect Container (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/FragGrenadeGrenadeLauncherLaunchMissile	Frag Grenade Grenade Launcher (Launch Missile)	name	1	
SemiceMod	GameStrings	Effect/Name/FrenziedZombieRangeDecreaseApplyBehavior	Frenzied Zombie Range Decrease (Apply Behavior)	name	1	
SemiceMod	GameStrings	Effect/Name/FrenziedZombieRangeSet	Frenzied Zombie Range (Set)	name	1	
SemiceMod	GameStrings	Effect/Name/Frost	Frost	name	1	
SemiceMod	GameStrings	Effect/Name/GasTurretBurrowIssueOrder	Gas Turret Burrow (Issue Order)	name	1	
SemiceMod	GameStrings	Effect/Name/GasTurretUnburrowIssueOrder	Gas Turret Unburrow (Issue Order)	name	1	
SemiceMod	GameStrings	Effect/Name/Geneweaverrally	Geneweaver Rally	name	1	
SemiceMod	GameStrings	Effect/Name/Ghost_BlackOpsDamage	C-12 Canister Rifle (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/Goliath_BlackOpsG2	Autocannon (Damage)	name	1	
SemiceMod	GameStrings	Effect/Name/GrenadeLauncherForceFieldGrenadeLaunchMissile	Grenade Launcher Force Field Grenade (Launch Missile)	name	1	
SemiceMod	GameStrings	Effect/Name/GrenadeLauncherLaunchIncendiaryGrenadeLaunchMissile	Grenade Launcher Launch Incendiary Grenade (Launch Missile)	name	1	
SemiceMod	GameStrings	Effect/Name/GuassRifle2	Guass Rifle Copy	name	1	
SemiceMod	GameStrings	Effect/Name/HERCMercenaryWeaponDamage	HERC Mercenary Weapon Damage	name	1	
