uid	en	zh	status	model	flags
u03850	Automatic Harvestable Vespene High Yield	自动可采集瓦斯 高产	ok	deepseek-flash	
u03851	Avatar of the hive mind, can level up through combat experience.	虫巢意志的化身，可通过战斗经验升级。	ok	deepseek-flash	
u03852	BFG (Set)	BFG（设置）	ok	deepseek-flash	
u03853	BFG (Switch)	BFG（切换）	ok	deepseek-flash	
u03854	BFG Channel Delay (Create Persistent)	BFG 引导延迟（创建持续效果）	ok	deepseek-flash	
u03855	BFG Detonate	BFG 引爆	ok	deepseek-flash	
u03856	BFG Detonate Other Filters	BFG 引爆其他过滤器	ok	deepseek-flash	
u03857	BFG Explosion (Damage)	BFG 爆炸（伤害）	ok	deepseek-flash	
u03858	BFG Explosion (Search Area)	BFG 爆炸（搜索区域）	ok	deepseek-flash	
u03859	BFG Force Impact	BFG 强制冲击	ok	deepseek-flash	
u03860	BFG Guide	BFG 制导	ok	deepseek-flash	
u03896	Bayonette (Set)	刺刀（设置）	ok	deepseek-flash	
u03897	Bayonette Disable (Apply Behavior)	刺刀禁用（应用行为）	ok	deepseek-flash	
u03898	Bayonette Disable (Behavior)	刺刀禁用（行为）	ok	deepseek-flash	
u03899	Bayonette Unlocked	刺刀已解锁	ok	deepseek-flash	
u03900	Beacon	信标	ok	deepseek-flash	
u03901	Beacon_Terran Doodad	信标_人族装饰物	ok	deepseek-flash	
u03902	Beacon_Terran Doodad Infestable	信标_人族装饰物 可感染	ok	deepseek-flash	
u03903	Beam Rifle Equipped	光束步枪已装备	ok	deepseek-flash	
u03904	Beam Rifle Old	旧光束步枪	ok	deepseek-flash	
u03905	Beam Rifle Unlocked	光束步枪已解锁	ok	deepseek-flash	
u03906	Because of recent issues with the arcade, the christmas event is staying until the 8th	由于街机最近出现问题，圣诞节活动将保留到 8 号	ok	deepseek-flash	
u03907	"Become invisible and pass through units for <d ref=""Behavior,CloakingDevice,Duration""/> seconds but disables your weapon.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Ha ha, you can't see me!""<n/>""Yes I can, Frank.""<n/>""Oh...""<n/>""Put your pants back on.""<n/>      --Cloaking Device Test Log #87</c></s>"	"变得隐形并可穿过单位，持续 <d ref=""Behavior,CloakingDevice,Duration""/> 秒，但会禁用你的武器。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“哈哈，你看不见我！”<n/>“我看得见，弗兰克。”<n/>“哦……”<n/>“把裤子穿回去。”<n/>      ——隐形装置测试日志 #87</c></s>"	ok	deepseek-flash	
u03908	"Become invisible and pass through units for <d ref=""Behavior,CloakingDevice,Duration""/> seconds.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Ha ha, you can't see me!""<n/>""Yes I can, Frank.""<n/>""Oh...""<n/>""Put your pants back on.""<n/>      --Cloaking Device Test Log #87</c></s>"	"变得隐形并可穿过单位，持续 <d ref=""Behavior,CloakingDevice,Duration""/> 秒。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“哈哈，你看不见我！”<n/>“我看得见，弗兰克。”<n/>“哦……”<n/>“把裤子穿回去。”<n/>      ——隐形装置测试日志 #87</c></s>"	ok	deepseek-flash	
u03909	"Become invisible and pass through units for somewhere between <d ref=""Behavior,CloakingDevice,Duration""/> and <d ref=""Behavior,CloakingDevice,Duration + Behavior,CloakingDevice,DurationRandomMin""/> seconds but disables your weapon.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Ha ha, you can't see me!""<n/>""Yes I can, Frank.""<n/>""Oh...""<n/>""Put your pants back on.""<n/>      --Cloaking Device Test Log #87</c></s>"	"变得隐形并可穿过单位，持续 <d ref=""Behavior,CloakingDevice,Duration""/> 到 <d ref=""Behavior,CloakingDevice,Duration + Behavior,CloakingDevice,DurationRandomMin""/> 秒之间，但会禁用你的武器。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“哈哈，你看不见我！”<n/>“我看得见，弗兰克。”<n/>“哦……”<n/>“把裤子穿回去。”<n/>      ——隐形装置测试日志 #87</c></s>"	ok	deepseek-flash	
u03910	Beta Launch in:	测试版上线倒计时：	ok	deepseek-flash	
u03911	Big Drill	大型钻头	ok	deepseek-flash	
u03912	Big Drill (Damage) 	大型钻头（伤害） 	ok	deepseek-flash	
u03913	Bile Ducts Apply Behavior Copy	胆管应用行为副本	ok	deepseek-flash	
u03914	Bile Ducts Damage Copy	胆管伤害副本	ok	deepseek-flash	
u03915	Bio Dome	生物穹顶	ok	deepseek-flash	
u03916	Bio-Mech Repair Drone	生化机械维修无人机	ok	deepseek-flash	
u03917	Bio-Mechanical Repair	生化机械维修	ok	deepseek-flash	
u03918	Bio-Mechanical Repair Drone Equipped	生化机械维修无人机已装备	ok	deepseek-flash	
u03919	Bio-Mechanical Repair Drone No Energy Death	生化机械维修无人机无能量死亡	ok	deepseek-flash	
u03920	Bio-Mechanical Repair Drone Unlocked	生化机械维修无人机已解锁	ok	deepseek-flash	
u03644	Ares - Spec Ops Arclite Cannon (Set) 1	阿瑞斯 - 特种作战弧光炮（套装）1	ok	deepseek-flash	
u03645	Ares - Spec Ops Crucio Shock Cannon (Set)	阿瑞斯 - 特种作战克鲁西奥冲击炮（套装）	ok	deepseek-flash	
u03646	Ares Attack Prelaunch	阿瑞斯攻击预发射	ok	deepseek-flash	
u03647	Ares BFG Launch	阿瑞斯 BFG 发射	ok	deepseek-flash	
u03648	Ares BFG Missile	阿瑞斯 BFG 导弹	ok	deepseek-flash	
u03649	Ares BFG Missile Doom Hammer Skin	阿瑞斯 BFG 导弹 末日之锤皮肤	ok	deepseek-flash	
u03650	Ares Death Ragdoll	阿瑞斯死亡布娃娃	ok	deepseek-flash	
u03651	Ares Death Ragdoll Doom Hammer Skin	阿瑞斯死亡布娃娃 末日之锤皮肤	ok	deepseek-flash	
u03652	Ares Disable Weapons	阿瑞斯禁用武器	ok	deepseek-flash	
u03653	Ares Disabled Weapons (Apply Behavior)	阿瑞斯武器已禁用（应用行为）	ok	deepseek-flash	
u03654	Ares Doom Hammer Skin	阿瑞斯末日之锤皮肤	ok	deepseek-flash	
u03655	Ares Expanded Cargo	阿瑞斯扩展货舱	ok	deepseek-flash	
u03656	Ares Force Preload	阿瑞斯强制预载	ok	deepseek-flash	
u03657	Ares Has Passenger	阿瑞斯有乘客	ok	deepseek-flash	
u03658	Ares Hostile Environment Treads	阿瑞斯恶劣环境履带	ok	deepseek-flash	
u03659	Ares Laser Turret Site	阿瑞斯激光炮塔站点	ok	deepseek-flash	
u03660	Ares Laser Turret Toggle	阿瑞斯激光炮塔切换	ok	deepseek-flash	
u03661	Ares Laser Turret Turret	阿瑞斯激光炮塔炮塔	ok	deepseek-flash	
u03662	Ares Mod 1 Equipped	阿瑞斯模组 1 已装备	ok	deepseek-flash	
u03663	Ares Mod 1 Unlocked	阿瑞斯模组 1 已解锁	ok	deepseek-flash	
u03664	Ares Mod 10 Equipped	阿瑞斯模组 10 已装备	ok	deepseek-flash	
u03665	Ares Mod 10 Unlocked	阿瑞斯模组 10 已解锁	ok	deepseek-flash	
u03666	Ares Mod 2 Equipped	阿瑞斯模组 2 已装备	ok	deepseek-flash	
u03667	Ares Mod 2 Unlocked	阿瑞斯模组 2 已解锁	ok	deepseek-flash	
u03668	Ares Mod 3 Equipped	阿瑞斯模组 3 已装备	ok	deepseek-flash	
u03669	Ares Mod 3 Unlocked	阿瑞斯模组 3 已解锁	ok	deepseek-flash	
u03670	Ares Mod 4 Equipped	阿瑞斯模组 4 已装备	ok	deepseek-flash	
u03671	Ares Mod 4 Unlocked	阿瑞斯模组 4 已解锁	ok	deepseek-flash	
u03672	Ares Mod 5 Equipped	阿瑞斯模组 5 已装备	ok	deepseek-flash	
u03673	Ares Mod 5 Unlocked	阿瑞斯模组 5 已解锁	ok	deepseek-flash	
u03674	Ares Mod 6 Equipped	阿瑞斯模组 6 已装备	ok	deepseek-flash	
u03675	Ares Mod 6 Unlocked	阿瑞斯模组 6 已解锁	ok	deepseek-flash	
u03676	Ares Mod 7 Equipped	阿瑞斯模组 7 已装备	ok	deepseek-flash	
u03677	Ares Mod 7 Unlocked	阿瑞斯模组 7 已解锁	ok	deepseek-flash	
u03678	Ares Mod 8 Equipped	阿瑞斯模组 8 已装备	ok	deepseek-flash	
u04011	"Calls the aid of the hive mind to devour everything in the target location.<n/><c val=""FFFF00"">Damage: </c><c val=""00FF00""><d ref=""Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount"" precision=""1""/></c><n/><c val=""FFFF00"">Damage Vs Heroic: </c><c val=""00FF00""><d ref=""(Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount)*0.44"" precision=""2""/></c><n/><c val=""FFFF00"">Damage Vs Mechanical: </c><c val=""00FF00""><d ref=""(Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount)*1.5"" precision=""2""/></c><n/><c val=""FFFF00"">Damage Vs Structure: </c><c val=""00FF00""><d ref=""(Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount)*2"" precision=""2""/></c><n/><c val=""FFFF00"">Radius: </c><c val=""00FF00""><d ref=""Effect,ZagaraVoidCoopDevouringMawInitialSearchArea,AreaArray[0].Radius"" precision=""3""/></c><n/><c val=""FFFF00"">Range: </c><c val=""00FF00""><d ref=""Abil,ZagaraVoidCoopDevouringMaw,Range[0]"" precision=""2""/>"	"呼唤虫巢意志的援助，吞噬目标位置的一切。<n/><c val=""FFFF00"">伤害：</c><c val=""00FF00""><d ref=""Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount"" precision=""1""/></c><n/><c val=""FFFF00"">对英雄伤害：</c><c val=""00FF00""><d ref=""(Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount)*0.44"" precision=""2""/></c><n/><c val=""FFFF00"">对机械伤害：</c><c val=""00FF00""><d ref=""(Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount)*1.5"" precision=""2""/></c><n/><c val=""FFFF00"">对建筑伤害：</c><c val=""00FF00""><d ref=""(Effect,ZagaraVoidCoopDevouringMawSustainedDamage,Amount*30+Effect,ZagaraVoidCoopDevouringMawImpactDamage,Amount)*2"" precision=""2""/></c><n/><c val=""FFFF00"">半径：</c><c val=""00FF00""><d ref=""Effect,ZagaraVoidCoopDevouringMawInitialSearchArea,AreaArray[0].Radius"" precision=""3""/></c><n/><c val=""FFFF00"">范围：</c><c val=""00FF00""><d ref=""Abil,ZagaraVoidCoopDevouringMaw,Range[0]"" precision=""2""/>"	ok	deepseek-flash	
u04012	Can Use Eject	可使用弹射	ok	deepseek-flash	
u04013	"Can spawn powerful blood zombies or flying zombies. It can also root to keep spawning evolved zombies using energy. Can evolve into a Genesplicer. <n/><c val=""EEEE00"">Note: It loses energy when attacked.</c>"	"能生成强大的血僵尸或飞行僵尸。它也能扎根，消耗能量持续生成进化僵尸。可进化为基因剪接者。<n/><c val=""EEEE00"">注意：被攻击时会损失能量。</c>"	ok	deepseek-flash	
u04014	"Can spread creep in a line from far.<n/><c val=""00AA00"">Tip: Turrets are less effective on creep.</c>"	"可从远处沿直线传播菌毯。<n/><c val=""00AA00"">提示：炮塔在菌毯上效果较差。</c>"	ok	deepseek-flash	
u04015	Can walk over other zombies. Resists stun, slow, and knockback by 50%.	可跨过其他僵尸行走。抵抗眩晕、减速和击退 50%。	ok	deepseek-flash	
u04016	Can walk over other zombies. Resists stun, slow, and knockback by 66%.	可跨过其他僵尸行走。抵抗眩晕、减速和击退 66%。	ok	deepseek-flash	
u04017	"Can walk over other zombies. Resists stun, slow, and knockback by <d ref=""Behavior,SuitDummyTextReference,Modification.VitalMaxFractionArray[Life]""/>%."	"可跨过其他僵尸行走。抵抗眩晕、减速和击退 <d ref=""Behavior,SuitDummyTextReference,Modification.VitalMaxFractionArray[Life]""/>%。"	ok	deepseek-flash	
u04018	Cancel Emergency Cloak	取消紧急隐形	ok	deepseek-flash	
u04019	Cancel Emergency Cloak Requirement	取消紧急隐形需求	ok	deepseek-flash	
u04020	Cancel Flame Nova	取消火焰新星	ok	deepseek-flash	
u04021	Cancels flame nova early, you will be refunded if you cancel during the startup phase	提前取消火焰新星，若在启动阶段取消，将返还消耗	ok	deepseek-flash	
u03947	"Buffs nearby zombies, but has no attack. Can evolve into a Legionnaire Zombie.<n/><c val=""FFFF00"">Note: uses 16 supply, zombies will automatically be suicided if supply is not available</c>"	"强化附近的僵尸，但无法攻击。可进化为军团士兵僵尸。<n/><c val=""FFFF00"">注意：占用 16 补给，若补给不足，僵尸将自动自杀</c>"	ok	deepseek-flash	
u03948	Build (Hive)	建造（虫巢）	ok	deepseek-flash	
u03949	Build Advanced Auto-Turret	建造高级自动炮塔	ok	deepseek-flash	
u03950	Build Advanced Turret	建造高级炮塔	ok	deepseek-flash	
u03951	Build Ares	建造阿瑞斯	ok	deepseek-flash	
u03952	Build Auto Turret	建造自动炮塔	ok	deepseek-flash	
u03953	Build Auto-Turret	建造自动炮塔	ok	deepseek-flash	
u03954	Build Extractor - Sector 1	建造萃取机 - 1 区	ok	deepseek-flash	
u03955	Build Extractor - Sector 2	建造萃取机 - 2 区	ok	deepseek-flash	
u03956	Build Extractor - Sector 3	建造萃取机 - 3 区	ok	deepseek-flash	
u03957	Build Extractor - Sector 4	建造萃取机 - 4 区	ok	deepseek-flash	
u03958	Build Lesser Nydus Worn	建造小型虫道虫	ok	deepseek-flash	
u03959	Build Prototype Ares	建造原型阿瑞斯	ok	deepseek-flash	
u03960	Build Psi Disrupter	建造幽能干扰器	ok	deepseek-flash	
u03961	Build Scourge Nest	建造灾祸巢穴	ok	deepseek-flash	
u03962	Build Swarmling Nest	建造群虫巢穴	ok	deepseek-flash	
u03963	Build Toxic Nest (Add Tracked Unit)	建造剧毒巢穴（添加追踪单位）	ok	deepseek-flash	
u03964	Build Toxic Nest (Set)	建造剧毒巢穴（设置）	ok	deepseek-flash	
u03965	Build Toxic Nest Caster (Apply Behavior)	建造剧毒巢穴施法者（施加行为）	ok	deepseek-flash	
u03966	Build Toxic Nest Copy	建造剧毒巢穴副本	ok	deepseek-flash	
u03967	Build Toxic Nest Hunter	建造剧毒巢穴猎手	ok	deepseek-flash	
u03968	Build Toxic Nest Hunter Disable	建造剧毒巢穴猎手禁用	ok	deepseek-flash	
u03969	Build Toxic Nest Predator	建造剧毒巢穴掠食者	ok	deepseek-flash	
u03970	Build Toxic Nest Predator Disable	建造剧毒巢穴掠食者禁用	ok	deepseek-flash	
u03971	Build in Progress Copy	建造进行中副本	ok	deepseek-flash	
u03972	Build in Progress Copy 2	建造进行中副本 2	ok	deepseek-flash	
u03973	"Build structures to spread creep, increase income, break hangar doors and more.<n/><c val=""EEEE00"">Note: You will be refunded their full cost over time if destroyed.</c>"	"建造建筑以扩散菌毯、增加收入、破坏机库门等等。<n/><c val=""EEEE00"">注意：若被摧毁，其全部费用将随时间返还。</c>"	ok	deepseek-flash	
u03974	Building In Psied Room	在幽能房间内建造	ok	deepseek-flash	
u03975	Builds a defensive structure which spawns swarmlings to protect an area	建造一座防御建筑，可生成群虫来保护一片区域	ok	deepseek-flash	
u03976	Builds a scourge nest which can fire volleys of projectiles at a target area from long range.	建造一座灾祸巢穴，可从远距离向目标区域齐射投射物。	ok	deepseek-flash	
u03977	Bunker	地堡	ok	deepseek-flash	
u03978	Burndown Damage Copy	灼烧伤害副本	ok	deepseek-flash	
u03979	Burndown Damage Copy 2	灼烧伤害副本 2	ok	deepseek-flash	
u03980	Burrow	潜地	ok	deepseek-flash	
u03981	Burrow (Kaboomer)	潜地（爆破者）	ok	deepseek-flash	
u03921	Biped Aberation	双足畸变体	ok	deepseek-flash	
u03922	Bipedal Aberration Death	双足畸变体死亡	ok	deepseek-flash	
u03923	Bipedal Aberration Death Fire	双足畸变体死亡火焰	ok	deepseek-flash	
u03924	Blackout	断电	ok	deepseek-flash	
u03925	Blightbringer	枯萎使者	ok	deepseek-flash	
u03926	BlipVisual Optical Visor	光点视觉光学护目镜	ok	deepseek-flash	
u03927	BlipVisual Structure	光点视觉建筑	ok	deepseek-flash	
u03928	"Blocks 15 damage from a melee attack every <d ref=""Behavior,BayonetteEquipped,DamageResponse.Cost.Cooldown.TimeUse"" precision=""2""/> seconds, dealing 40 damage to the attacker.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Don't wiggle the gun too hard, the duct tape might come undone""<n/>                     --Dr. Andrew O'Neil</c></s>"	"每 <d ref=""Behavior,BayonetteEquipped,DamageResponse.Cost.Cooldown.TimeUse"" precision=""2""/> 秒格挡一次近战攻击造成的 15 点伤害，并对攻击者造成 40 点伤害。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“别把枪晃得太厉害，胶带可能会松掉”<n/>                     --Andrew O'Neil 博士</c></s>"	ok	deepseek-flash	
u03929	"Blocks 15 damage from a melee attack every <d ref=""Behavior,BayonetteEquipped,DamageResponse.Cost.Cooldown.TimeUse"" precision=""2""/> seconds, dealing 40 damage to the attacker.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Don't wiggle the gun too hard, the duct tape might come undone.""<n/>                     --Dr. Andrew O'Neil</c></s>"	"每 <d ref=""Behavior,BayonetteEquipped,DamageResponse.Cost.Cooldown.TimeUse"" precision=""2""/> 秒格挡一次近战攻击造成的 15 点伤害，并对攻击者造成 40 点伤害。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“别把枪晃得太厉害，胶带可能会松掉。”<n/>                     --Andrew O'Neil 博士</c></s>"	ok	deepseek-flash	
u03930	Blood Zombie - Burrow	血僵尸 - 潜地	ok	deepseek-flash	
u03931	Blood Zombie - Unburrow	血僵尸 - 出地	ok	deepseek-flash	
u03932	Blood Zombie Claws	血僵尸利爪	ok	deepseek-flash	
u03933	Blood Zombie Claws (Damage)	血僵尸利爪（伤害）	ok	deepseek-flash	
u03934	Blood Zombie Timed Life	血僵尸限时生命	ok	deepseek-flash	
u03935	Bombard Cursor Splat	轰炸光标溅射	ok	deepseek-flash	
u03936	Bombardment Cursor Splat	轰炸光标溅射	ok	deepseek-flash	
u03937	Bombardment Search Indicator	轰炸搜索指示器	ok	deepseek-flash	
u03938	"Bombards the target area with scourges until ordered to stop.<n/><c val=""FFFF00"">Note: will stop firing while there is no vision of the target location</c>"	"用飞螳持续轰炸目标区域，直到收到停止命令。<n/><c val=""FFFF00"">注意：当目标位置没有视野时将停止开火</c>"	ok	deepseek-flash	
u03939	Braxis Alpha Organic Cliffs	布拉克西斯阿尔法有机峭壁	ok	deepseek-flash	
u03940	Brood Mother Aberration	巢母畸变体	ok	deepseek-flash	
u03941	Broodling Death Acid Mecha	巢虫死亡酸液机械	ok	deepseek-flash	
u03942	Broodling Death Fire Mecha	巢虫死亡火焰机械	ok	deepseek-flash	
u03943	Broodling Death Mecha	巢虫死亡机械	ok	deepseek-flash	
u03944	Broodling Death Ragdoll Mecha	巢虫死亡布娃娃机械	ok	deepseek-flash	
u03945	Broodmother	巢母	ok	deepseek-flash	
u03946	Brown	棕色	ok	deepseek-flash	
u03982	"Burrowed zombie which can detect cloaked units.<n/><c val=""FFFF00"">Note: uses 6 supply, zombies will automatically be suicided if supply is not available</c>"	"潜地的僵尸，可侦测隐形单位。<n/><c val=""FFFF00"">注意：占用 6 补给，若补给不足，僵尸将自动自毁</c>"	ok	deepseek-flash	
u03983	Burst Laser	爆裂激光	ok	deepseek-flash	
u03984	Burst Laser Disabled	爆裂激光已禁用	ok	deepseek-flash	
u03985	Burst Laser Turret (Modify Unit)	爆裂激光炮塔（修改单位）	ok	deepseek-flash	
u03986	Burst Laser Turret (Set)	爆裂激光炮塔（设置）	ok	deepseek-flash	
u03987	Burst Laser Turret Attack	爆裂激光炮塔攻击	ok	deepseek-flash	
u03988	Burst Laser Turret Attack Impact	爆裂激光炮塔攻击命中	ok	deepseek-flash	
u03989	Burst Laser Turret Attack Impact Model	爆裂激光炮塔攻击命中模型	ok	deepseek-flash	
u03990	Burst Laser Turret Beam	爆裂激光炮塔光束	ok	deepseek-flash	
u03991	"By using ""Interact"" on a vent, the sub-level can be accessed."	对通风口使用“互动”，即可进入地下层。	ok	deepseek-flash	
u03992	C-10 Canister Rifle (Damage)	C-10 罐式步枪（伤害）	ok	deepseek-flash	
u03993	C-11 Canister Rifle	C-11 罐式步枪	ok	deepseek-flash	
u03994	C-11 Canister Rifle (Damage)	C-11 罐式步枪（伤害）	ok	deepseek-flash	
u03995	C-12 Canister Rifle	C-12 罐式步枪	ok	deepseek-flash	
u03996	C-13 Canister Rifle	C-13 罐式步枪	ok	deepseek-flash	
u03997	C-13 Canister Rifle (Damage)	C-13 罐式步枪（伤害）	ok	deepseek-flash	
u03998	C-14 Canister Rifle	C-14 罐式步枪	ok	deepseek-flash	
u03999	C-14 Canister Rifle (Damage)	C-14 罐式步枪（伤害）	ok	deepseek-flash	
u04000	C-15 Canister Rifle	C-15 罐式步枪	ok	deepseek-flash	
u04001	C-15 Gauss Rifle	C-15 高斯步枪	ok	deepseek-flash	
u04002	C-16 Gauss Rifle	C-16 高斯步枪	ok	deepseek-flash	
u04003	C-16 Guass Rifle	C-16 高斯步枪	ok	deepseek-flash	
u04004	CK-27 Carbine Rifle Mercenary	CK-27 卡宾枪雇佣兵	ok	deepseek-flash	
u04005	CLASS TWO INFESTATION<n/>	二级感染<n/>	ok	deepseek-flash	
u04006	CRITICAL ALERT: Infested drop pods detected across the facility	严重警报：设施各处侦测到被感染的空投舱	ok	deepseek-flash	
u04007	CRITICAL ALERT: Multiple nydus worms detected in infested areas	严重警报：在被感染区域侦测到多个虫道虫	ok	deepseek-flash	
u04008	CRITICAL ALERT: Significant increase in Alpha Zombie presence detected	严重警报：侦测到阿尔法僵尸数量显著增加	ok	deepseek-flash	
u04009	CRITICAL ALERT: Zombie infestation levels have spiked dramatically. Expect new infestations.	严重警报：僵尸感染等级急剧飙升。预计将出现新的感染。	ok	deepseek-flash	
u04010	Caboose No Tipability	Caboose 无倾倒能力	ok	deepseek-flash	
u04022	Cancels the zombie rally point.	取消僵尸集结点。	ok	deepseek-flash	
u04023	Candy Cane Arc Welder	拐杖糖电弧焊枪	ok	deepseek-flash	
u04024	Candy Cane Assault Rifle	拐杖糖突击步枪	ok	deepseek-flash	
u04025	Candy Cane Flame Thrower	拐杖糖火焰喷射器	ok	deepseek-flash	
u04026	Candy Cane Plasma Rifle	拐杖糖等离子步枪	ok	deepseek-flash	
u04027	Candy Cane Rocket Launcher	拐杖糖火箭发射器	ok	deepseek-flash	
u04028	Candy Cane Shotgun	拐杖糖霰弹枪	ok	deepseek-flash	
u04029	Cannot be used after dropships are fueled	运输船加注燃料后无法使用	ok	deepseek-flash	
u04030	Cannot be used once dropships are fueled	运输船一旦加注燃料便无法使用	ok	deepseek-flash	
u04031	Cannot re-activate Eradicator-class sentry bots.	无法重新激活根除者级哨兵机器人。	ok	deepseek-flash	
u04032	Cannot reach target location	无法抵达目标位置	ok	deepseek-flash	
u04033	Carrier Classic	经典航母	ok	deepseek-flash	
u04034	Carry Candy Canes	携带拐杖糖	ok	deepseek-flash	
u04035	Carry Harvestable Vespene Geyser Gas Marine	携带可采集瓦斯气泉气体的陆战队员	ok	deepseek-flash	
u04036	Carry Harvestable Vespene Geyser Gas Robot	携带可采集瓦斯气泉气体的机器人	ok	deepseek-flash	
u04037	Carry High Yield Harvestable Vespene Geyser Gas Marine	携带高产可采集瓦斯气泉气体的陆战队员	ok	deepseek-flash	
u04038	Carry High Yield Harvestable Vespene Geyser Gas Robot	携带高产可采集瓦斯气泉气体的机器人	ok	deepseek-flash	
u04039	Carrying Fuel	正在搬运燃料	ok	deepseek-flash	
u04040	Carrying High Yield Fuel	正在搬运高产燃料	ok	deepseek-flash	
u04041	Carrying fuel. This stuff is heavy!	正在搬运燃料。这玩意儿真重！	ok	deepseek-flash	
u04042	Caster Cloaked	施法者已隐形	ok	deepseek-flash	
u04043	Caster Death Not By Salvage	施法者死亡非因回收	ok	deepseek-flash	
u04044	Caster Does Not Have Rocket Launcher Locked On Caster	施法者没有锁定施法者的火箭发射器	ok	deepseek-flash	
u04045	Caster Has 1 Energy	施法者拥有 1 点能量	ok	deepseek-flash	
u04046	Caster Has 1.2 Energy	施法者拥有 1.2 点能量	ok	deepseek-flash	
u04047	Caster Has 12 Energy	施法者拥有 12 点能量	ok	deepseek-flash	
u04048	Caster Has 15 Energy	施法者拥有 15 点能量	ok	deepseek-flash	
u04049	Caster Has 20 Energy	施法者拥有 20 点能量	ok	deepseek-flash	
u04050	Caster Has 31.25 Energy	施法者拥有 31.25 点能量	ok	deepseek-flash	
u04051	Caster Has 37.5 Energy	施法者拥有 37.5 点能量	ok	deepseek-flash	
u04052	Caster Has 5 Energy	施法者拥有 5 点能量	ok	deepseek-flash	
u04053	Caster Has 5.6 Energy	施法者拥有 5.6 点能量	ok	deepseek-flash	
u04054	Caster Has 7.5 Energy	施法者拥有 7.5 点能量	ok	deepseek-flash	
u04055	Caster Has 8 Energy	施法者拥有 8 点能量	ok	deepseek-flash	
u04056	Caster Has 9.6 Energy	施法者拥有 9.6 点能量	ok	deepseek-flash	
u03861	BFG Heavy Impact	BFG 重型冲击	ok	deepseek-flash	
u03862	BFG Impact (Set)	BFG 冲击（设置）	ok	deepseek-flash	
u03863	BFG Impact Door (Search Area)	BFG 冲击门（搜索区域）	ok	deepseek-flash	
u03864	BFG Impact Door (Set)	BFG 冲击门（设置）	ok	deepseek-flash	
u03865	BFG Impact Other (Search Area)	BFG 冲击其他（搜索区域）	ok	deepseek-flash	
u03866	BFG Impact Other (Set)	BFG 冲击其他（设置）	ok	deepseek-flash	
u03867	BFG Launch	BFG 发射	ok	deepseek-flash	
u03868	BFG Launch Sound	BFG 发射音效	ok	deepseek-flash	
u03869	BFG Missile	BFG 导弹	ok	deepseek-flash	
u03870	BFG Missile Loop	BFG 导弹循环	ok	deepseek-flash	
u03871	BFG Postlaunch Sound	BFG 发射后音效	ok	deepseek-flash	
u03872	BFG Prelaunch Sound	BFG 发射前音效	ok	deepseek-flash	
u03873	BFG Siege Mode Turret Aim (Modify Unit)	BFG 攻城模式炮塔瞄准（修改单位）	ok	deepseek-flash	
u03874	BFG Siege Mode Turret Clear  (Modify Unit)	BFG 攻城模式炮塔清除  （修改单位）	ok	deepseek-flash	
u03875	BFG Tank Mode Turret Aim (Modify Unit)	BFG 坦克模式炮塔瞄准（修改单位）	ok	deepseek-flash	
u03876	BFG Tank Mode Turret Clear (Modify Unit)	BFG 坦克模式炮塔清除（修改单位）	ok	deepseek-flash	
u03877	BFG Turret Aim (Set)	BFG 炮塔瞄准（设置）	ok	deepseek-flash	
u03878	BFG Turret Aim Delay (Create Persistent)	BFG 炮塔瞄准延迟（创建持续效果）	ok	deepseek-flash	
u03879	BFG Turret Prepare (Set)	BFG 炮塔准备（设置）	ok	deepseek-flash	
u03880	Balance is automatically selected based on player rankings	平衡会根据玩家排名自动选择	ok	deepseek-flash	
u03881	Baneling Attack Explode (Set)	爆虫攻击爆炸（设置）	ok	deepseek-flash	
u03882	Baneling Barage Cast	爆虫弹幕施放	ok	deepseek-flash	
u03883	Baneling Barage Launch	爆虫弹幕发射	ok	deepseek-flash	
u03884	Baneling Barrage Cast	爆虫弹幕施放	ok	deepseek-flash	
u03885	Baneling Barrage Guide	爆虫弹幕引导	ok	deepseek-flash	
